order_id,customer_id,order_purchase_date,order_status,delivery_days,order_delivered_date,delivery_days_clean,signup_date,state,acquisition_channel,customer_segment,age,item_count,product_revenue,freight_value,primary_category,payment_type,payment_installments,payment_value,review_score,order_month,low_review
O001102,C00682,2024-05-06,delivered,2,2024-05-08,2.0,2024-02-27,NY,Organic,New,20.0,1,31.19,18.7,Sports,paypal,5,49.89,1,2024-05,1
O001103,C01109,2024-07-09,delivered,3,2024-07-12,3.0,2025-01-30,NC,Email,Returning,31.0,3,82.42,36.11,Fashion,debit_card,3,118.53,4,2024-07,0
O001104,C00248,2024-12-24,delivered,12,2025-01-05,12.0,2024-06-23,IL,Paid Search,Returning,25.0,3,169.76999999999998,29.6,Sports,credit_card,3,199.37,2,2024-12,1
O001105,C00209,2024-09-17,delivered,1,2024-09-18,1.0,2024-04-20,FL,Organic,New,36.0,3,231.82999999999998,51.57,Beauty,credit_card,3,283.4,3,2024-09,0
O001106,C00508,2024-12-01,processing,6,,,2024-04-14,NY,Paid Search,Returning,56.0,2,55.95,28.130000000000003,Home,credit_card,5,84.08,5,2024-12,0
O001107,C00443,2024-06-08,delivered,4,2024-06-12,4.0,2024-02-25,IL,Paid Search,New,36.0,2,160.91,26.15,Grocery,credit_card,1,187.06,4,2024-06,0
O001108,C00059,2024-04-08,processing,6,,,2024-11-08,WA,Organic,New,41.0,3,69.31,27.479999999999997,Beauty,credit_card,2,96.79,4,2024-04,0
O001109,C00548,2025-04-21,delivered,3,2025-04-24,3.0,2024-09-05,NC,Social,VIP,46.0,3,122.38,46.8,Beauty,credit_card,6,169.18,3,2025-04,0
O001110,C00312,2024-09-20,delivered,3,2024-09-23,3.0,2024-10-09,NC,Paid Search,VIP,27.0,3,149.44,30.810000000000002,Beauty,debit_card,4,180.25,3,2024-09,0
O001111,C00150,2024-08-17,delivered,9,2024-08-26,9.0,2024-01-25,NC,Email,New,18.0,2,60.56999999999999,12.719999999999999,Beauty,credit_card,5,73.29,1,2024-08,1
O001112,C00332,2024-07-13,delivered,5,2024-07-18,5.0,2024-06-04,NY,Social,New,44.0,2,75.63,26.07,Fashion,credit_card,5,101.7,5,2024-07,0
O001113,C00025,2025-01-04,delivered,7,2025-01-11,7.0,2024-11-24,CO,Referral,New,34.0,3,112.61,42.410000000000004,Books,credit_card,1,155.02,1,2025-01,1
O001114,C01099,2024-11-20,delivered,7,2024-11-27,7.0,2024-01-18,CO,Referral,Returning,27.0,2,70.5,20.58,Electronics,credit_card,4,91.08,4,2024-11,0
O001115,C01193,2024-08-30,delivered,6,2024-09-05,6.0,2024-03-12,CA,Organic,New,29.0,1,53.52,17.54,Beauty,credit_card,6,71.06,5,2024-08,0
O001116,C00442,2025-05-12,delivered,8,2025-05-20,8.0,2024-05-06,IL,Organic,New,36.0,1,26.19,20.41,Grocery,voucher,2,46.6,4,2025-05,0
O001117,C01052,2025-04-28,delivered,4,2025-05-02,4.0,2024-06-02,CA,Paid Search,Returning,27.0,3,119.02,49.01,Books,credit_card,5,168.03,4,2025-04,0
O001118,C00554,2024-06-02,delivered,4,2024-06-06,4.0,2024-05-13,TX,Paid Search,New,37.0,1,75.87,15.88,Beauty,credit_card,5,91.75,1,2024-06,1
O001119,C01095,2024-12-27,delivered,7,2025-01-03,7.0,2024-05-18,IL,Email,New,30.0,3,156.21,53.19,Fashion,credit_card,5,209.4,2,2024-12,1
O001120,C00208,2025-05-30,delivered,3,2025-06-02,3.0,2025-02-11,TX,Organic,New,36.0,2,82.28,24.08,Books,debit_card,3,106.36,5,2025-05,0
O001121,C00342,2024-10-16,delivered,5,2024-10-21,5.0,2024-05-02,NC,Paid Search,Returning,25.0,2,177.97,13.61,Electronics,credit_card,3,191.58,3,2024-10,0
O001122,C00888,2024-03-15,delivered,3,2024-03-18,3.0,2024-03-22,FL,Referral,Returning,35.0,1,31.7,17.1,Electronics,credit_card,1,48.8,4,2024-03,0
O001123,C00265,2024-05-02,delivered,7,2024-05-09,7.0,2025-02-19,TX,Paid Search,New,35.0,2,54.089999999999996,23.95,Books,credit_card,2,78.04,5,2024-05,0
O001124,C00989,2025-01-08,processing,1,,,2024-04-13,CA,Email,VIP,23.0,2,62.53,29.83,Beauty,paypal,4,92.36,1,2025-01,1
O001125,C00512,2025-04-28,delivered,5,2025-05-03,5.0,2024-11-09,NY,Organic,Returning,53.0,2,69.39,25.41,Books,credit_card,5,94.8,4,2025-04,0
O001126,C00485,2024-04-30,delivered,5,2024-05-05,5.0,2024-07-13,CO,Organic,Returning,19.0,2,85.55,16.5,Beauty,credit_card,3,102.05,2,2024-04,1
O001127,C00544,2024-11-13,delivered,7,2024-11-20,7.0,2024-03-14,NC,Organic,New,28.0,2,59.370000000000005,29.96,Books,paypal,1,89.33,4,2024-11,0
O001128,C00958,2024-10-20,delivered,9,2024-10-29,9.0,2024-09-23,FL,Referral,VIP,44.0,2,56.63,24.52,Beauty,voucher,4,81.15,4,2024-10,0
O001129,C00007,2024-07-12,delivered,2,2024-07-14,2.0,2024-02-06,NC,Organic,Returning,36.0,3,97.81,47.379999999999995,Sports,credit_card,2,145.19,4,2024-07,0
O001130,C00901,2024-12-22,delivered,7,2024-12-29,7.0,2024-01-02,IL,Referral,New,38.0,1,19.22,16.96,Beauty,credit_card,3,36.18,4,2024-12,0
O001131,C00936,2025-04-17,delivered,6,2025-04-23,6.0,2025-01-30,FL,Paid Search,New,25.0,2,56.07000000000001,31.83,Home,credit_card,4,87.9,3,2025-04,0
O001132,C00986,2024-06-21,delivered,4,2024-06-25,4.0,2024-10-01,AZ,Referral,New,56.0,3,89.69999999999999,42.71,Beauty,debit_card,1,132.41,4,2024-06,0
O001133,C01197,2024-03-26,canceled,5,,,2024-10-26,WA,Referral,New,28.0,1,45.31,10.29,Fashion,debit_card,4,0.0,1,2024-03,1
O001134,C00939,2024-08-16,delivered,5,2024-08-21,5.0,2024-07-12,NC,Referral,New,36.0,3,123.22,43.65,Beauty,debit_card,4,166.87,5,2024-08,0
O001135,C00635,2024-07-26,delivered,5,2024-07-31,5.0,2024-03-17,CA,Referral,Returning,44.0,1,23.85,21.69,Home,credit_card,2,45.54,4,2024-07,0
O001136,C00560,2025-02-05,delivered,8,2025-02-13,8.0,2024-12-23,GA,Organic,New,29.0,2,125.38,20.63,Books,debit_card,5,146.01,1,2025-02,1
O001137,C00466,2024-11-08,delivered,7,2024-11-15,7.0,2025-02-09,CO,Organic,Returning,40.0,3,145.68,34.16,Electronics,paypal,2,179.84,3,2024-11,0
O001138,C00993,2024-03-09,delivered,5,2024-03-14,5.0,2024-03-23,CO,Referral,New,47.0,2,61.22,37.989999999999995,Electronics,credit_card,4,99.21,4,2024-03,0
O001139,C00472,2024-08-07,processing,5,,,2024-12-03,WA,Referral,New,40.0,2,73.78999999999999,22.1,Electronics,credit_card,1,95.89,3,2024-08,0
O001140,C00688,2025-02-09,processing,4,,,2024-09-06,CA,Social,VIP,36.0,2,34.66,32.12,Fashion,credit_card,3,66.78,5,2025-02,0
O001141,C00116,2024-10-11,delivered,3,2024-10-14,3.0,2024-08-26,CA,Organic,Returning,32.0,1,40.25,19.39,Sports,debit_card,1,59.64,4,2024-10,0
O001142,C00381,2024-11-20,delivered,5,2024-11-25,5.0,2024-01-03,CO,Social,New,37.0,1,21.2,6.96,Sports,credit_card,1,28.16,4,2024-11,0
O001143,C00320,2024-07-03,processing,6,,,2024-11-18,FL,Organic,New,29.0,1,49.41,20.34,Electronics,credit_card,4,69.75,5,2024-07,0
O001144,C00523,2024-07-29,delivered,4,2024-08-02,4.0,2024-03-21,NC,Paid Search,New,31.0,3,94.89,32.92,Beauty,credit_card,3,127.81,1,2024-07,1
O001145,C00603,2024-05-01,delivered,6,2024-05-07,6.0,2024-11-06,NC,Social,New,40.0,2,79.06,13.93,Beauty,credit_card,5,92.99,5,2024-05,0
O001146,C00860,2024-04-08,delivered,5,2024-04-13,5.0,2024-12-02,NY,Organic,New,31.0,1,38.6,20.65,Grocery,credit_card,2,59.25,1,2024-04,1
O001147,C00519,2024-03-18,delivered,4,2024-03-22,4.0,2024-07-18,CA,Paid Search,New,37.0,1,21.8,3.15,Sports,credit_card,2,24.95,5,2024-03,0
O001148,C00181,2024-12-19,delivered,8,2024-12-27,8.0,2025-01-28,CA,Social,VIP,32.0,1,41.61,7.66,Beauty,credit_card,6,49.27,5,2024-12,0
O001149,C00655,2024-05-14,processing,5,,,2024-08-20,TX,Referral,New,26.0,1,34.19,4.6,Books,voucher,2,38.79,2,2024-05,1
O001150,C00066,2024-11-25,delivered,4,2024-11-29,4.0,2024-05-16,IL,Social,New,41.0,3,109.1,41.84,Beauty,credit_card,4,150.94,3,2024-11,0
O001151,C01019,2025-05-22,delivered,3,2025-05-25,3.0,2024-01-18,CO,Paid Search,New,33.0,2,80.25,28.12,Fashion,debit_card,2,108.37,3,2025-05,0
O001152,C00925,2025-01-22,delivered,3,2025-01-25,3.0,2024-04-14,IL,Organic,New,44.0,3,112.67999999999999,32.1,Books,credit_card,3,144.78,5,2025-01,0
O001153,C00271,2024-11-26,delivered,8,2024-12-04,8.0,2024-05-03,GA,Social,VIP,45.0,3,171.18,30.67,Grocery,credit_card,1,201.85,5,2024-11,0
O001154,C00316,2024-04-24,delivered,5,2024-04-29,5.0,2024-10-03,CO,Email,New,50.0,3,108.24,50.08,Electronics,credit_card,5,158.32,5,2024-04,0
O001155,C00034,2024-10-16,delivered,10,2024-10-26,10.0,2024-08-20,NY,Organic,New,38.0,2,149.4,14.9,Sports,credit_card,3,164.3,3,2024-10,0
O001156,C00438,2025-04-23,delivered,7,2025-04-30,7.0,2025-01-24,NY,Organic,New,39.0,1,14.21,9.1,Grocery,credit_card,1,23.31,5,2025-04,0
O001157,C00046,2024-08-28,delivered,5,2024-09-02,5.0,2025-02-11,NC,Referral,VIP,19.0,2,47.81,10.86,Grocery,credit_card,1,58.67,4,2024-08,0
O001158,C01124,2025-03-24,delivered,5,2025-03-29,5.0,2024-04-12,WA,Referral,New,33.0,3,239.55,29.019999999999996,Beauty,credit_card,3,268.57,4,2025-03,0
O001159,C00162,2025-01-27,delivered,2,2025-01-29,2.0,2024-10-06,TX,Paid Search,VIP,31.0,2,84.39,31.65,Electronics,credit_card,4,116.04,5,2025-01,0
O001160,C00792,2024-07-04,delivered,4,2024-07-08,4.0,2024-07-09,NC,Email,New,35.0,3,91.63,22.0,Grocery,debit_card,5,113.63,4,2024-07,0
O001161,C00685,2024-05-06,delivered,6,2024-05-12,6.0,2024-03-12,AZ,Social,New,56.0,1,15.38,17.25,Fashion,credit_card,1,32.63,5,2024-05,0
O001162,C00285,2024-03-08,processing,7,,,2024-07-04,CA,Referral,New,20.0,2,48.650000000000006,17.2,Electronics,credit_card,4,65.85,5,2024-03,0
O001163,C00970,2024-07-08,delivered,7,2024-07-15,7.0,2024-01-16,FL,Email,New,33.0,3,112.51,31.95,Electronics,credit_card,2,144.46,5,2024-07,0
O001164,C00131,2024-08-04,delivered,2,2024-08-06,2.0,2024-08-25,CA,Referral,New,48.0,1,13.24,4.11,Fashion,credit_card,3,17.35,3,2024-08,0
O001165,C01065,2025-01-03,delivered,3,2025-01-06,3.0,2024-11-12,AZ,Paid Search,New,46.0,3,95.45000000000002,35.5,Books,credit_card,5,130.95,5,2025-01,0
O001166,C00889,2024-11-25,delivered,12,2024-12-07,12.0,2024-01-07,AZ,Organic,VIP,30.0,2,137.12,26.07,Grocery,voucher,4,163.19,5,2024-11,0
O001167,C00763,2024-10-12,delivered,9,2024-10-21,9.0,2025-02-02,WA,Social,New,36.0,2,79.7,15.08,Beauty,credit_card,3,94.78,5,2024-10,0
O001168,C01056,2025-02-03,delivered,6,2025-02-09,6.0,2025-02-22,NY,Email,Returning,18.0,1,24.06,16.18,Grocery,credit_card,3,40.24,4,2025-02,0
O001169,C00484,2025-02-25,delivered,3,2025-02-28,3.0,2024-11-30,NC,Referral,New,51.0,3,73.86,33.87,Books,voucher,5,107.73,5,2025-02,0
O001170,C00338,2025-01-30,delivered,6,2025-02-05,6.0,2024-05-13,TX,Social,Returning,18.0,1,40.5,18.31,Electronics,credit_card,1,58.81,3,2025-01,0
O001171,C00186,2025-04-26,delivered,6,2025-05-02,6.0,2024-07-06,NY,Email,New,40.0,2,94.17,7.94,Books,credit_card,6,102.11,5,2025-04,0
O001172,C01110,2024-08-17,delivered,5,2024-08-22,5.0,2024-01-19,CA,Paid Search,New,32.0,2,90.07,38.96,Beauty,credit_card,2,129.03,5,2024-08,0
O001173,C00482,2025-03-22,delivered,8,2025-03-30,8.0,2024-12-14,AZ,Organic,Returning,41.0,2,82.68,38.64,Fashion,credit_card,2,121.32,5,2025-03,0
O001174,C00996,2024-09-14,delivered,5,2024-09-19,5.0,2024-09-19,IL,Paid Search,New,26.0,2,72.06,21.95,Beauty,credit_card,2,94.01,5,2024-09,0
O001175,C00399,2024-05-26,delivered,5,2024-05-31,5.0,2024-04-27,CO,Organic,Returning,23.0,3,83.59,52.78,Beauty,voucher,1,136.37,4,2024-05,0
O001176,C01146,2024-05-08,delivered,7,2024-05-15,7.0,2024-07-21,WA,Paid Search,New,27.0,1,24.03,13.41,Electronics,credit_card,6,37.44,4,2024-05,0
O001177,C01045,2024-04-12,delivered,4,2024-04-16,4.0,2024-10-24,CA,Organic,New,36.0,3,124.88000000000001,37.01,Books,credit_card,4,161.89,4,2024-04,0
O001178,C00370,2025-05-24,delivered,6,2025-05-30,6.0,2024-11-20,CA,Paid Search,New,45.0,1,50.84,9.41,Beauty,credit_card,4,60.25,4,2025-05,0
O001179,C00585,2024-05-19,delivered,4,2024-05-23,4.0,2024-06-18,TX,Organic,Returning,34.0,1,56.27,3.52,Grocery,credit_card,1,59.79,4,2024-05,0
O001180,C00953,2025-03-28,delivered,2,2025-03-30,2.0,2024-09-15,CA,Social,VIP,33.0,2,69.86,23.07,Books,voucher,4,92.93,1,2025-03,1
O001181,C00272,2025-03-04,delivered,4,2025-03-08,4.0,2024-01-10,TX,Paid Search,Returning,18.0,3,98.99000000000001,32.74,Books,credit_card,3,131.73,5,2025-03,0
O001182,C00029,2024-09-23,delivered,7,2024-09-30,7.0,2024-08-17,FL,Email,Returning,36.0,3,142.26999999999998,31.2,Beauty,paypal,4,173.47,4,2024-09,0
O001183,C00347,2025-05-04,processing,9,,,2025-02-20,IL,Organic,Returning,28.0,3,126.25,46.36,Fashion,credit_card,3,172.61,5,2025-05,0
O001184,C00709,2025-05-01,delivered,4,2025-05-05,4.0,2024-07-18,TX,Paid Search,New,36.0,3,87.94,40.730000000000004,Electronics,credit_card,4,128.67,4,2025-05,0
O001185,C00164,2025-05-09,delivered,7,2025-05-16,7.0,2024-06-19,TX,Organic,Returning,39.0,2,32.78,36.91,Beauty,credit_card,2,69.69,5,2025-05,0
O001186,C00401,2024-10-20,delivered,4,2024-10-24,4.0,2025-02-23,TX,Organic,New,29.0,1,28.56,21.78,Grocery,credit_card,1,50.34,4,2024-10,0
O001187,C01103,2024-07-19,delivered,3,2024-07-22,3.0,2025-01-20,NY,Organic,New,21.0,3,120.75999999999999,37.129999999999995,Beauty,credit_card,2,157.89,5,2024-07,0
O001188,C00091,2024-03-21,delivered,6,2024-03-27,6.0,2024-07-01,CA,Organic,Returning,49.0,1,56.34,18.85,Grocery,debit_card,4,75.19,4,2024-03,0
O001189,C00061,2025-03-30,delivered,2,2025-04-01,2.0,2025-01-22,CA,Referral,Returning,34.0,3,99.21000000000001,27.45,Home,credit_card,1,126.66,5,2025-03,0
O001190,C00509,2025-04-15,delivered,5,2025-04-20,5.0,2024-04-22,CO,Referral,Returning,32.0,2,72.61,30.89,Beauty,debit_card,3,103.5,5,2025-04,0
O001191,C00016,2024-11-08,delivered,10,2024-11-18,10.0,2024-11-26,GA,Paid Search,Returning,29.0,2,66.59,30.48,Beauty,paypal,5,97.07,2,2024-11,1
O001192,C00034,2024-04-03,delivered,1,2024-04-04,1.0,2024-08-20,NY,Organic,New,38.0,3,106.29,22.08,Electronics,voucher,4,128.37,3,2024-04,0
O001193,C00220,2025-03-22,delivered,8,2025-03-30,8.0,2025-01-14,CA,Paid Search,New,37.0,3,57.97,30.09,Electronics,credit_card,3,88.06,5,2025-03,0
O001194,C00123,2024-07-19,delivered,2,2024-07-21,2.0,2024-10-01,TX,Paid Search,New,40.0,2,69.35,11.010000000000002,Home,credit_card,3,80.36,4,2024-07,0
O001195,C00974,2024-11-13,canceled,6,,,2024-07-18,NC,Organic,New,37.0,1,19.72,21.94,Electronics,credit_card,2,0.0,5,2024-11,0
O001196,C00148,2025-01-04,delivered,3,2025-01-07,3.0,2024-04-08,NY,Email,Returning,32.0,3,128.69,50.989999999999995,Beauty,credit_card,2,179.68,4,2025-01,0
O001197,C00629,2024-05-08,delivered,6,2024-05-14,6.0,2024-07-31,AZ,Referral,Returning,58.0,1,23.54,16.29,Home,debit_card,4,39.83,3,2024-05,0
O001198,C00847,2024-03-30,delivered,6,2024-04-05,6.0,2024-03-06,AZ,Referral,Returning,47.0,1,10.37,15.08,Grocery,credit_card,6,25.45,2,2024-03,1
O001199,C00752,2024-04-07,delivered,7,2024-04-14,7.0,2024-03-03,NC,Paid Search,New,48.0,3,99.98000000000002,35.1,Electronics,credit_card,3,135.08,2,2024-04,1
O001200,C00785,2025-05-25,delivered,10,2025-06-04,10.0,2024-07-19,CO,Organic,New,34.0,1,19.9,18.35,Grocery,paypal,1,38.25,5,2025-05,0
O001201,C00430,2025-05-24,delivered,8,2025-06-01,8.0,2024-10-27,NY,Referral,Returning,21.0,3,110.13,36.21,Sports,voucher,3,146.34,5,2025-05,0
O001202,C01067,2024-09-17,canceled,6,,,2025-01-23,NC,Paid Search,New,43.0,1,30.86,3.06,Books,credit_card,2,0.0,5,2024-09,0
O001203,C00083,2024-09-17,canceled,5,,,2024-03-08,TX,Paid Search,Returning,40.0,3,164.42000000000002,37.3,Beauty,paypal,4,0.0,5,2024-09,0
O001204,C00129,2024-09-08,processing,3,,,2024-08-29,NY,Organic,Returning,26.0,2,37.39,27.759999999999998,Books,credit_card,6,65.15,5,2024-09,0
O001205,C01028,2024-08-12,delivered,5,2024-08-17,5.0,2024-04-27,CA,Organic,Returning,36.0,3,147.05,36.91,Beauty,credit_card,2,183.96,5,2024-08,0
O001206,C00083,2024-11-11,delivered,7,2024-11-18,7.0,2024-03-08,TX,Paid Search,Returning,40.0,1,43.61,10.38,Grocery,debit_card,1,53.99,5,2024-11,0
O001207,C00231,2024-08-15,delivered,12,2024-08-27,12.0,2024-07-13,WA,Organic,New,42.0,3,83.62,34.17,Beauty,debit_card,3,117.79,5,2024-08,0
O001208,C00208,2024-12-15,delivered,7,2024-12-22,7.0,2025-02-11,TX,Organic,New,36.0,3,102.71000000000001,32.58,Fashion,paypal,1,135.29,3,2024-12,0
O001209,C00040,2024-08-26,delivered,11,2024-09-06,11.0,2024-09-22,NC,Referral,Returning,32.0,2,112.25,9.66,Books,paypal,5,121.91,5,2024-08,0
O001210,C00141,2024-12-22,delivered,6,2024-12-28,6.0,2025-02-16,TX,Organic,New,38.0,1,46.51,4.18,Home,credit_card,6,50.69,5,2024-12,0
O001211,C00688,2025-05-19,delivered,1,2025-05-20,1.0,2024-09-06,CA,Social,VIP,36.0,3,89.59,38.800000000000004,Books,voucher,1,128.39,4,2025-05,0
O001212,C00794,2024-06-05,delivered,3,2024-06-08,3.0,2024-12-12,TX,Organic,New,49.0,2,53.29,9.26,Beauty,voucher,6,62.55,4,2024-06,0
O001213,C00100,2024-03-30,delivered,5,2024-04-04,5.0,2024-02-28,CA,Organic,New,57.0,3,92.32,27.9,Beauty,credit_card,4,120.22,5,2024-03,0
O001214,C01131,2024-11-03,delivered,13,2024-11-16,13.0,2024-06-19,CO,Referral,Returning,30.0,2,42.45,31.439999999999998,Fashion,debit_card,5,73.89,1,2024-11,1
O001215,C00115,2024-04-25,delivered,4,2024-04-29,4.0,2024-07-31,GA,Organic,New,53.0,2,63.45,30.42,Electronics,credit_card,3,93.87,5,2024-04,0
O001216,C00825,2024-06-17,delivered,9,2024-06-26,9.0,2024-09-18,NY,Paid Search,Returning,51.0,1,27.41,5.21,Beauty,credit_card,5,32.62,5,2024-06,0
O001217,C00961,2025-03-07,delivered,7,2025-03-14,7.0,2024-03-05,CO,Referral,New,33.0,1,47.58,15.85,Fashion,credit_card,6,63.43,4,2025-03,0
O001218,C00625,2024-09-13,delivered,2,2024-09-15,2.0,2024-09-10,TX,Email,Returning,39.0,2,47.83,23.52,Beauty,credit_card,4,71.35,3,2024-09,0
O001219,C00590,2024-11-14,delivered,8,2024-11-22,8.0,2024-12-20,IL,Organic,New,29.0,1,38.3,10.59,Sports,credit_card,6,48.89,1,2024-11,1
O001220,C00131,2025-02-28,canceled,3,,,2024-08-25,CA,Referral,New,48.0,2,108.99000000000001,17.27,Books,credit_card,3,0.0,1,2025-02,1
O001221,C00290,2024-04-30,delivered,5,2024-05-05,5.0,2024-07-17,IL,Paid Search,New,27.0,1,13.77,10.52,Home,credit_card,3,24.29,3,2024-04,0
O001222,C01021,2024-10-11,delivered,2,2024-10-13,2.0,2024-01-24,CA,Organic,New,31.0,1,24.43,21.7,Fashion,paypal,2,46.13,4,2024-10,0
O001223,C00419,2024-03-17,delivered,4,2024-03-21,4.0,2024-05-04,TX,Email,New,36.0,3,91.07,41.239999999999995,Fashion,paypal,1,132.31,1,2024-03,1
O001224,C00042,2024-10-21,delivered,7,2024-10-28,7.0,2024-11-14,NC,Paid Search,VIP,18.0,2,96.74,22.31,Electronics,credit_card,5,119.05,3,2024-10,0
O001225,C00876,2024-06-14,delivered,8,2024-06-22,8.0,2024-07-30,FL,Paid Search,New,29.0,3,111.1,32.38,Home,credit_card,1,143.48,1,2024-06,1
O001226,C00821,2025-05-03,delivered,9,2025-05-12,9.0,2024-01-11,IL,Social,Returning,22.0,3,169.79,30.159999999999997,Beauty,debit_card,1,199.95,5,2025-05,0
O001227,C00080,2024-07-01,delivered,6,2024-07-07,6.0,2024-10-08,NY,Paid Search,New,60.0,3,127.77,42.69,Electronics,credit_card,2,170.46,1,2024-07,1
O001228,C00062,2024-06-03,delivered,6,2024-06-09,6.0,2024-11-08,AZ,Email,New,39.0,2,112.66000000000001,15.08,Electronics,paypal,1,127.74,4,2024-06,0
O001229,C00140,2024-03-07,delivered,3,2024-03-10,3.0,2024-07-02,NY,Organic,New,28.0,3,96.61,38.01,Books,credit_card,1,134.62,3,2024-03,0
O001230,C00062,2024-05-02,canceled,8,,,2024-11-08,AZ,Email,New,39.0,1,25.73,6.96,Beauty,credit_card,3,0.0,2,2024-05,1
O001231,C00740,2024-06-10,delivered,5,2024-06-15,5.0,2025-01-12,NY,Paid Search,New,25.0,2,98.21000000000001,23.64,Home,credit_card,3,121.85,5,2024-06,0
O001232,C00160,2024-06-16,delivered,5,2024-06-21,5.0,2024-11-25,FL,Referral,New,45.0,1,20.39,9.77,Electronics,credit_card,6,30.16,1,2024-06,1
O001233,C00729,2025-02-11,delivered,3,2025-02-14,3.0,2024-07-24,CA,Social,Returning,25.0,1,35.76,13.35,Electronics,credit_card,3,49.11,5,2025-02,0
O001234,C00212,2025-04-22,delivered,4,2025-04-26,4.0,2024-10-28,TX,Organic,Returning,35.0,2,47.75,21.74,Fashion,paypal,3,69.49,3,2025-04,0
O001235,C01167,2025-04-07,delivered,6,2025-04-13,6.0,2024-01-10,CO,Organic,New,45.0,1,33.24,18.1,Fashion,debit_card,5,51.34,1,2025-04,1
O001236,C00872,2025-05-24,delivered,8,2025-06-01,8.0,2024-03-25,CA,Paid Search,New,36.0,3,77.34,39.8,Electronics,credit_card,2,117.14,5,2025-05,0
O001237,C00450,2025-04-27,delivered,8,2025-05-05,8.0,2024-04-30,CA,Paid Search,Returning,40.0,3,120.92999999999999,33.17,Books,credit_card,3,154.1,2,2025-04,1
O001238,C00515,2024-10-01,canceled,3,,,2025-02-06,CO,Paid Search,Returning,63.0,2,35.879999999999995,24.54,Beauty,credit_card,3,0.0,5,2024-10,0
O001239,C00079,2024-08-31,delivered,9,2024-09-09,9.0,2024-08-25,TX,Paid Search,Returning,22.0,3,178.88,45.410000000000004,Books,credit_card,3,224.29,4,2024-08,0
O001240,C00066,2024-12-31,delivered,9,2025-01-09,9.0,2024-05-16,IL,Social,New,41.0,2,169.69,32.09,Books,credit_card,3,201.78,3,2024-12,0
O001241,C00646,2024-07-29,delivered,5,2024-08-03,5.0,2024-05-17,CA,Paid Search,Returning,19.0,1,16.55,19.96,Fashion,debit_card,3,36.51,1,2024-07,1
O001242,C00028,2024-12-09,delivered,8,2024-12-17,8.0,2024-12-11,TX,Paid Search,Returning,28.0,2,40.8,24.810000000000002,Beauty,credit_card,3,65.61,5,2024-12,0
O001243,C00767,2025-06-13,delivered,3,2025-06-16,3.0,2024-09-14,CA,Organic,New,24.0,2,38.269999999999996,29.4,Books,credit_card,1,67.67,4,2025-06,0
O001244,C00459,2024-06-02,delivered,2,2024-06-04,2.0,2024-12-19,FL,Organic,New,39.0,2,72.96000000000001,26.35,Beauty,paypal,1,99.31,4,2024-06,0
O001245,C00168,2025-02-25,delivered,4,2025-03-01,4.0,2024-03-11,TX,Social,New,25.0,2,43.739999999999995,11.8,Electronics,credit_card,6,55.54,5,2025-02,0
O001246,C00643,2025-05-14,delivered,4,2025-05-18,4.0,2024-12-24,NY,Organic,Returning,44.0,3,119.92999999999999,38.25,Electronics,credit_card,1,158.18,5,2025-05,0
O001247,C00664,2024-11-08,delivered,4,2024-11-12,4.0,2024-03-26,CO,Referral,Returning,47.0,1,72.65,9.26,Home,credit_card,1,81.91,4,2024-11,0
O001248,C00896,2024-08-15,delivered,6,2024-08-21,6.0,2024-09-13,WA,Organic,Returning,36.0,3,173.22,48.209999999999994,Beauty,paypal,4,221.43,3,2024-08,0
O001249,C00238,2024-06-28,delivered,5,2024-07-03,5.0,2024-06-30,CO,Organic,New,47.0,3,86.63,47.58,Beauty,paypal,3,134.21,5,2024-06,0
O001250,C00657,2024-05-18,delivered,1,2024-05-19,1.0,2024-11-17,GA,Referral,New,38.0,2,47.49,17.490000000000002,Beauty,debit_card,4,64.98,4,2024-05,0
O001251,C01014,2024-07-30,delivered,6,2024-08-05,6.0,2024-05-12,NY,Organic,New,34.0,3,179.29000000000002,15.68,Grocery,voucher,1,194.97,5,2024-07,0
O001252,C00324,2025-02-14,delivered,3,2025-02-17,3.0,2025-01-19,FL,Organic,Returning,22.0,2,24.03,18.23,Books,credit_card,3,42.26,5,2025-02,0
O001253,C01003,2024-10-29,delivered,3,2024-11-01,3.0,2024-08-22,IL,Organic,Returning,45.0,3,93.72,39.24,Books,credit_card,6,132.96,1,2024-10,1
O001254,C00869,2024-06-13,delivered,6,2024-06-19,6.0,2024-07-06,GA,Paid Search,Returning,46.0,2,49.91,28.6,Grocery,credit_card,4,78.51,3,2024-06,0
O001255,C00516,2024-11-10,delivered,13,2024-11-23,13.0,2024-02-14,TX,Organic,Returning,42.0,2,86.54,22.28,Beauty,credit_card,2,108.82,4,2024-11,0
O001256,C01060,2025-03-16,delivered,8,2025-03-24,8.0,2024-05-10,TX,Paid Search,Returning,38.0,1,61.82,15.75,Grocery,credit_card,5,77.57,4,2025-03,0
O001257,C01161,2024-03-07,delivered,5,2024-03-12,5.0,2024-09-01,CA,Social,New,26.0,3,108.51,35.07,Books,credit_card,3,143.58,5,2024-03,0
O001258,C00285,2024-03-10,delivered,4,2024-03-14,4.0,2024-07-04,CA,Referral,New,20.0,2,39.58,28.240000000000002,Beauty,paypal,4,67.82,4,2024-03,0
O001259,C01176,2025-05-25,delivered,4,2025-05-29,4.0,2024-05-22,FL,Social,New,56.0,3,66.94,60.760000000000005,Beauty,credit_card,3,127.7,3,2025-05,0
